Tanggal,Harga,Komoditas,Tahun_Sumber,Idul_Adha_Date,Days_to_Idul_Adha,Is_Pre_Idul_Adha,Is_Idul_Adha_Week,Day_of_Week,Is_Weekend,T2M_MIN,T2M_MAX,T2M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,WS10M_MAX,WS10M,WD10M,Bulan,Minggu_ke,Hari_dalam_minggu,Bulan_sin,Bulan_cos,Harga_lag_1,Harga_lag_3,Harga_lag_7,MA_3,MA_7
2018-08-24,41800.0,Cabai Rawit Merah,Idul Adha 2018,2018-08-22,2,0,1,4,0,16.63,26.76,20.94,83.69,0.03,21.16,4.01,1.78,128.3,8,34,4,-0.8660254037844384,-0.5000000000000004,43350.0,43650.0,43750.0,42933.333333333336,43350.0
2018-08-25,41800.0,Cabai Rawit Merah,Idul Adha 2018,2018-08-22,3,0,1,5,1,15.78,26.9,20.67,81.97,0.01,20.66,3.46,1.85,91.4,8,34,5,-0.8660254037844384,-0.5000000000000004,41800.0,43650.0,43750.0,42316.666666666664,43071.42857142857
2018-08-26,41800.0,Cabai Rawit Merah,Idul Adha 2018,2018-08-22,4,0,0,6,1,15.88,26.6,20.75,82.89,0.02,17.25,3.42,1.56,112.3,8,34,6,-0.8660254037844384,-0.5000000000000004,41800.0,43350.0,43750.0,41800.0,42792.857142857145
2018-08-27,38050.0,Cabai Rawit Merah,Idul Adha 2018,2018-08-22,5,0,0,0,0,16.44,27.97,21.71,82.35,0.14,21.09,2.32,1.52,92.5,8,35,0,-0.8660254037844384,-0.5000000000000004,41800.0,41800.0,43500.0,40550.0,42014.28571428572
2018-08-28,35950.0,Cabai Rawit Merah,Idul Adha 2018,2018-08-22,6,0,0,1,0,17.0,27.26,21.52,83.9,0.11,20.19,3.54,1.42,135.1,8,35,1,-0.8660254037844384,-0.5000000000000004,38050.0,41800.0,43650.0,38600.0,40914.28571428572
2018-08-29,34600.0,Cabai Rawit Merah,Idul Adha 2018,2018-08-22,7,0,0,2,0,17.48,26.55,21.35,83.93,0.2,14.98,2.44,1.52,85.5,8,35,2,-0.8660254037844384,-0.5000000000000004,35950.0,41800.0,43650.0,36200.0,39621.42857142857
2018-08-30,33900.0,Cabai Rawit Merah,Idul Adha 2018,2018-08-22,8,0,0,3,0,16.94,26.86,21.15,83.99,4.23,19.85,3.63,1.93,115.2,8,35,3,-0.8660254037844384,-0.5000000000000004,34600.0,38050.0,43350.0,34816.666666666664,38271.42857142857
2018-08-31,32600.0,Cabai Rawit Merah,Idul Adha 2018,2018-08-22,9,0,0,4,0,16.98,26.49,21.2,84.77,4.21,20.2,3.8,1.87,101.2,8,35,4,-0.8660254037844384,-0.5000000000000004,33900.0,35950.0,41800.0,33700.0,36957.142857142855
2018-09-01,32600.0,Cabai Rawit Merah,Idul Adha 2018,2018-08-22,10,0,0,5,1,17.27,25.85,21.33,85.09,3.98,16.68,2.41,1.26,96.2,9,35,5,-1.0,-1.8369701987210297e-16,32600.0,34600.0,41800.0,33033.333333333336,35642.857142857145
2018-09-02,32600.0,Cabai Rawit Merah,Idul Adha 2018,2018-08-22,11,0,0,6,1,17.93,26.37,21.36,87.01,9.84,18.45,2.89,1.92,149.7,9,35,6,-1.0,-1.8369701987210297e-16,32600.0,33900.0,41800.0,32600.0,34328.57142857143
2018-09-03,32600.0,Cabai Rawit Merah,Idul Adha 2018,2018-08-22,12,0,0,0,0,17.35,26.98,21.04,83.86,3.48,22.49,3.92,2.75,151.7,9,36,0,-1.0,-1.8369701987210297e-16,32600.0,32600.0,38050.0,32600.0,33550.0
2018-09-04,32600.0,Cabai Rawit Merah,Idul Adha 2018,2018-08-22,13,0,0,1,0,15.71,25.01,19.63,81.39,0.13,23.73,5.17,3.72,146.1,9,36,1,-1.0,-1.8369701987210297e-16,32600.0,32600.0,35950.0,32600.0,33071.42857142857
2018-09-05,31550.0,Cabai Rawit Merah,Idul Adha 2018,2018-08-22,14,0,0,2,0,16.85,25.83,20.67,84.56,1.08,18.37,3.64,2.66,130.2,9,36,2,-1.0,-1.8369701987210297e-16,32600.0,32600.0,34600.0,32250.0,32635.714285714286
2019-07-12,65800.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-30,1,0,4,0,15.3,25.54,20.1,85.09,0.0,19.77,3.52,1.95,125.3,7,28,4,-0.4999999999999997,-0.8660254037844388,31550.0,32600.0,33900.0,43316.666666666664,37192.857142857145
2019-07-13,65800.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-29,1,0,5,1,16.54,25.01,19.98,86.5,0.01,18.91,4.22,2.32,136.9,7,28,5,-0.4999999999999997,-0.8660254037844388,65800.0,32600.0,32600.0,54383.333333333336,41935.71428571428
2019-07-14,65800.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-28,1,0,6,1,15.41,24.28,19.18,87.45,0.0,18.99,4.29,2.4,130.1,7,28,6,-0.4999999999999997,-0.8660254037844388,65800.0,31550.0,32600.0,65800.0,46678.57142857143
2019-07-15,74800.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-27,1,0,0,0,14.93,23.95,18.85,85.5,0.01,19.48,5.15,2.83,125.0,7,29,0,-0.4999999999999997,-0.8660254037844388,65800.0,65800.0,32600.0,68800.0,52707.142857142855
2019-07-16,75700.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-26,1,0,1,0,15.08,23.84,18.55,86.42,0.03,21.79,5.49,3.73,136.0,7,29,1,-0.4999999999999997,-0.8660254037844388,74800.0,65800.0,32600.0,72100.0,58864.28571428572
2019-07-17,76350.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-25,1,0,2,0,14.64,24.14,18.9,86.75,0.03,21.28,4.15,2.61,126.1,7,29,2,-0.4999999999999997,-0.8660254037844388,75700.0,65800.0,32600.0,75616.66666666667,65114.28571428572
2019-07-18,75700.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-24,1,0,3,0,15.38,24.69,19.33,85.18,0.03,20.59,4.38,2.89,100.1,7,29,3,-0.4999999999999997,-0.8660254037844388,76350.0,74800.0,31550.0,75916.66666666667,71421.42857142857
2019-07-19,75900.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-23,1,0,4,0,16.38,25.76,20.44,88.17,0.13,12.38,4.01,2.6,110.0,7,29,4,-0.4999999999999997,-0.8660254037844388,75700.0,75700.0,65800.0,75983.33333333333,72864.28571428571
2019-07-20,75900.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-22,1,0,5,1,17.61,26.09,21.13,87.79,0.13,14.01,6.11,3.55,121.5,7,29,5,-0.4999999999999997,-0.8660254037844388,75900.0,76350.0,65800.0,75833.33333333333,74307.14285714286
2019-07-21,75900.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-21,1,0,6,1,18.08,26.58,21.55,87.85,0.11,19.26,4.6,2.54,116.8,7,29,6,-0.4999999999999997,-0.8660254037844388,75900.0,75700.0,65800.0,75900.0,75750.0
2019-07-22,77250.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-20,1,0,0,0,16.72,26.36,20.6,86.82,0.03,20.3,3.83,2.4,115.4,7,30,0,-0.4999999999999997,-0.8660254037844388,75900.0,75900.0,74800.0,76350.0,76100.0
2019-07-23,77650.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-19,1,0,1,0,15.99,25.86,20.01,84.93,0.28,21.53,3.95,2.46,101.6,7,30,1,-0.4999999999999997,-0.8660254037844388,77250.0,75900.0,75700.0,76933.33333333333,76378.57142857143
2019-07-24,77450.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-18,1,0,2,0,16.32,25.97,20.42,86.71,0.61,20.4,4.59,2.21,123.6,7,30,2,-0.4999999999999997,-0.8660254037844388,77650.0,75900.0,76350.0,77450.0,76535.71428571429
2019-07-25,77100.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-17,1,0,3,0,16.11,25.71,20.2,85.89,0.03,21.19,4.32,2.27,114.9,7,30,3,-0.4999999999999997,-0.8660254037844388,77450.0,77250.0,75700.0,77400.0,76735.71428571429
2019-07-26,78200.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-16,1,0,4,0,15.04,25.95,19.83,85.92,0.36,20.7,3.8,2.48,70.7,7,30,4,-0.4999999999999997,-0.8660254037844388,77100.0,77650.0,75900.0,77583.33333333333,77064.28571428571
2019-07-27,78200.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-15,1,0,5,1,15.59,26.09,20.21,86.0,1.03,19.0,3.1,2.22,93.6,7,30,5,-0.4999999999999997,-0.8660254037844388,78200.0,77450.0,75900.0,77833.33333333333,77392.85714285714
2019-07-28,78200.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-14,1,0,6,1,15.84,26.33,20.2,85.65,0.35,20.68,3.2,2.21,137.0,7,30,6,-0.4999999999999997,-0.8660254037844388,78200.0,77100.0,75900.0,78200.0,77721.42857142857
2019-07-29,84700.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-13,1,0,0,0,13.89,24.91,18.82,82.29,0.02,21.9,4.05,2.57,134.5,7,31,0,-0.4999999999999997,-0.8660254037844388,78200.0,78200.0,77250.0,80366.66666666667,78785.71428571429
2019-07-30,86100.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-12,1,0,1,0,14.88,25.55,19.41,85.99,0.06,20.89,3.78,2.48,129.1,7,31,1,-0.4999999999999997,-0.8660254037844388,84700.0,78200.0,77650.0,83000.0,79992.85714285714
2019-07-31,87200.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-11,1,0,2,0,15.69,24.76,19.24,84.38,0.08,22.32,6.3,4.05,134.2,7,31,2,-0.4999999999999997,-0.8660254037844388,86100.0,78200.0,77450.0,86000.0,81385.71428571429
2019-08-01,87050.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-10,1,0,3,0,15.31,25.27,19.63,85.23,0.45,21.73,4.1,2.36,126.5,8,31,3,-0.8660254037844384,-0.5000000000000004,87200.0,84700.0,77100.0,86783.33333333333,82807.14285714286
2019-08-02,87200.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-9,1,0,4,0,15.39,25.63,19.86,87.37,1.74,20.21,4.1,2.45,122.4,8,31,4,-0.8660254037844384,-0.5000000000000004,87050.0,86100.0,78200.0,87150.0,84092.85714285714
2019-08-03,87200.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-8,1,0,5,1,15.85,24.99,19.26,85.37,0.19,19.67,4.88,3.96,134.7,8,31,5,-0.8660254037844384,-0.5000000000000004,87200.0,87200.0,78200.0,87150.0,85378.57142857143
2019-08-04,87200.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-7,1,0,6,1,15.12,24.43,18.7,83.67,0.03,21.93,5.75,4.43,137.0,8,31,6,-0.8660254037844384,-0.5000000000000004,87200.0,87050.0,78200.0,87200.0,86664.28571428571
2019-08-05,87350.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-6,1,0,0,0,14.29,23.85,18.28,82.92,0.0,20.33,5.24,3.09,150.0,8,32,0,-0.8660254037844384,-0.5000000000000004,87200.0,87200.0,84700.0,87250.0,87042.85714285714
2019-08-06,87800.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-5,1,0,1,0,13.39,23.71,18.09,83.5,0.0,22.15,4.13,2.19,145.4,8,32,1,-0.8660254037844384,-0.5000000000000004,87350.0,87200.0,86100.0,87450.0,87285.71428571429
2019-08-07,87950.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-4,1,0,2,0,13.96,24.36,18.77,84.37,0.02,20.59,4.07,2.7,135.9,8,32,2,-0.8660254037844384,-0.5000000000000004,87800.0,87200.0,87200.0,87700.0,87392.85714285714
2019-08-08,88950.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-3,1,1,3,0,16.39,25.37,20.07,86.77,0.06,20.19,3.99,2.28,150.5,8,32,3,-0.8660254037844384,-0.5000000000000004,87950.0,87350.0,87050.0,88233.33333333333,87664.28571428571
2019-08-09,91850.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-2,1,1,4,0,16.13,25.82,20.19,85.32,0.03,17.93,4.62,2.06,139.1,8,32,4,-0.8660254037844384,-0.5000000000000004,88950.0,87800.0,87200.0,89583.33333333333,88328.57142857143
2019-08-10,91850.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,-1,1,1,5,1,15.61,26.19,20.08,83.34,0.01,20.15,3.51,1.62,121.3,8,32,5,-0.8660254037844384,-0.5000000000000004,91850.0,87950.0,87200.0,90883.33333333333,88992.85714285714
2019-08-11,91850.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,0,0,1,6,1,14.71,25.71,19.59,84.63,0.01,18.73,3.85,1.93,123.6,8,32,6,-0.8660254037844384,-0.5000000000000004,91850.0,88950.0,87200.0,91850.0,89657.14285714286
2019-08-12,94800.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,1,0,1,0,0,15.12,25.61,19.72,82.68,0.01,18.19,3.53,2.21,89.6,8,33,0,-0.8660254037844384,-0.5000000000000004,91850.0,91850.0,87350.0,92833.33333333333,90721.42857142857
2019-08-13,94700.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,2,0,1,1,0,14.51,26.26,20.23,85.37,0.01,20.05,3.71,2.29,85.7,8,33,1,-0.8660254037844384,-0.5000000000000004,94800.0,91850.0,87800.0,93783.33333333333,91707.14285714286
2019-08-14,93850.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,3,0,1,2,0,16.41,26.53,21.17,84.3,0.14,19.27,3.72,1.97,97.9,8,33,2,-0.8660254037844384,-0.5000000000000004,94700.0,91850.0,87950.0,94450.0,92550.0
2019-08-15,92200.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,4,0,0,3,0,16.99,26.25,20.94,85.98,3.79,19.3,4.1,2.12,133.3,8,33,3,-0.8660254037844384,-0.5000000000000004,93850.0,94800.0,88950.0,93583.33333333333,93014.28571428571
2019-08-16,89550.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,5,0,0,4,0,15.88,26.59,20.43,85.03,1.82,19.55,4.01,2.47,130.4,8,33,4,-0.8660254037844384,-0.5000000000000004,92200.0,94700.0,91850.0,91866.66666666667,92685.71428571429
2019-08-17,89550.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,6,0,0,5,1,15.49,25.96,19.55,81.78,0.73,20.59,4.89,3.2,130.4,8,33,5,-0.8660254037844384,-0.5000000000000004,89550.0,93850.0,91850.0,90433.33333333333,92357.14285714286
2019-08-18,89550.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,7,0,0,6,1,15.44,25.7,19.56,82.5,0.13,23.37,5.6,3.58,113.7,8,33,6,-0.8660254037844384,-0.5000000000000004,89550.0,92200.0,91850.0,89550.0,92028.57142857143
2019-08-19,89200.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,8,0,0,0,0,15.27,25.96,19.68,81.64,0.12,22.84,5.5,3.71,130.4,8,34,0,-0.8660254037844384,-0.5000000000000004,89550.0,89550.0,94800.0,89433.33333333333,91228.57142857143
2019-08-20,90350.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,9,0,0,1,0,15.61,25.95,19.83,82.99,0.01,21.61,5.91,3.79,113.9,8,34,1,-0.8660254037844384,-0.5000000000000004,89200.0,89550.0,94700.0,89700.0,90607.14285714286
2019-08-21,89200.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,10,0,0,2,0,15.17,26.88,20.31,83.71,0.0,23.24,4.49,2.77,79.0,8,34,2,-0.8660254037844384,-0.5000000000000004,90350.0,89550.0,93850.0,89583.33333333333,89942.85714285714
2019-08-22,88950.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,11,0,0,3,0,15.47,26.83,20.73,83.46,0.27,18.21,2.67,1.94,118.8,8,34,3,-0.8660254037844384,-0.5000000000000004,89200.0,89200.0,92200.0,89500.0,89478.57142857143
2019-08-23,87950.0,Cabai Rawit Merah,Idul Adha 2019,2019-08-11,12,0,0,4,0,16.03,25.9,19.97,83.38,0.01,21.97,5.29,3.28,123.4,8,34,4,-0.8660254037844384,-0.5000000000000004,88950.0,90350.0,89550.0,88700.0,89250.0
2020-07-01,25900.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-30,1,0,2,0,17.9,25.36,21.03,89.51,1.78,18.89,4.21,2.37,120.1,7,27,2,-0.4999999999999997,-0.8660254037844388,87950.0,89200.0,89550.0,67600.0,80157.14285714286
2020-07-02,25800.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-29,1,0,3,0,18.32,25.39,21.29,89.59,23.91,12.24,2.33,1.36,84.7,7,27,3,-0.4999999999999997,-0.8660254037844388,25900.0,88950.0,89550.0,46550.0,71050.0
2020-07-03,26100.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-28,1,0,4,0,18.28,25.2,21.17,90.59,17.32,14.46,3.92,2.33,115.0,7,27,4,-0.4999999999999997,-0.8660254037844388,25800.0,87950.0,89200.0,25933.333333333332,62035.71428571428
2020-07-04,26100.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-27,1,0,5,1,17.76,24.99,20.56,89.61,5.31,14.71,3.95,2.51,98.4,7,27,5,-0.4999999999999997,-0.8660254037844388,26100.0,25900.0,90350.0,26000.0,52857.142857142855
2020-07-05,26100.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-26,1,0,6,1,16.28,24.71,19.97,88.15,0.17,16.72,3.8,2.52,71.9,7,27,6,-0.4999999999999997,-0.8660254037844388,26100.0,25800.0,89200.0,26100.0,43842.857142857145
2020-07-06,26800.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-25,1,0,0,0,17.35,24.44,20.53,91.21,3.52,16.19,3.93,2.52,99.0,7,28,0,-0.4999999999999997,-0.8660254037844388,26100.0,26100.0,88950.0,26333.333333333332,34964.28571428572
2020-07-07,26800.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-24,1,0,1,0,18.91,24.86,21.11,89.48,0.84,18.4,4.15,2.5,104.1,7,28,1,-0.4999999999999997,-0.8660254037844388,26800.0,26100.0,87950.0,26566.666666666668,26228.571428571428
2020-07-08,28150.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-23,1,0,2,0,18.21,24.97,20.78,90.18,8.26,18.18,4.24,2.44,129.4,7,28,2,-0.4999999999999997,-0.8660254037844388,26800.0,26100.0,25900.0,27250.0,26550.0
2020-07-09,28200.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-22,1,0,3,0,17.75,25.02,20.85,89.84,2.67,14.28,4.03,1.99,117.0,7,28,3,-0.4999999999999997,-0.8660254037844388,28150.0,26800.0,25800.0,27716.666666666668,26892.85714285714
2020-07-10,28550.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-21,1,0,4,0,18.36,25.03,21.26,89.37,3.76,14.54,3.6,1.83,109.6,7,28,4,-0.4999999999999997,-0.8660254037844388,28200.0,26800.0,26100.0,28300.0,27242.85714285714
2020-07-11,28550.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-20,1,0,5,1,18.7,25.88,21.7,89.53,1.14,18.4,3.28,2.01,93.5,7,28,5,-0.4999999999999997,-0.8660254037844388,28550.0,28150.0,26100.0,28433.333333333332,27592.85714285714
2020-07-12,28550.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-19,1,0,6,1,18.75,25.06,21.39,90.52,0.83,18.22,3.54,1.92,112.9,7,28,6,-0.4999999999999997,-0.8660254037844388,28550.0,28200.0,26100.0,28550.0,27942.85714285714
2020-07-13,28950.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-18,1,0,0,0,17.85,25.19,21.18,90.36,0.33,14.91,2.87,1.8,101.1,7,29,0,-0.4999999999999997,-0.8660254037844388,28550.0,28550.0,26800.0,28683.333333333332,28250.0
2020-07-14,29600.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-17,1,0,1,0,18.28,25.38,21.38,91.09,5.48,15.43,3.33,2.23,86.5,7,29,1,-0.4999999999999997,-0.8660254037844388,28950.0,28550.0,26800.0,29033.333333333332,28650.0
2020-07-15,29700.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-16,1,0,2,0,18.15,24.8,20.91,89.81,2.29,9.49,4.17,2.7,86.0,7,29,2,-0.4999999999999997,-0.8660254037844388,29600.0,28550.0,28150.0,29416.666666666668,28871.428571428572
2020-07-16,29600.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-15,1,0,3,0,17.93,24.89,20.95,90.72,10.94,13.6,3.5,2.36,67.5,7,29,3,-0.4999999999999997,-0.8660254037844388,29700.0,28950.0,28200.0,29633.333333333332,29071.428571428572
2020-07-17,29950.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-14,1,0,4,0,18.25,25.61,21.37,88.74,1.86,20.1,2.4,1.65,92.5,7,29,4,-0.4999999999999997,-0.8660254037844388,29600.0,29600.0,28550.0,29750.0,29271.428571428572
2020-07-18,29950.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-13,1,0,5,1,17.84,25.71,21.21,89.5,0.61,20.11,3.98,2.29,108.9,7,29,5,-0.4999999999999997,-0.8660254037844388,29950.0,29700.0,28550.0,29833.333333333332,29471.428571428572
2020-07-19,29950.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-12,1,0,6,1,17.25,26.44,21.44,87.56,3.73,19.24,2.4,1.66,94.3,7,29,6,-0.4999999999999997,-0.8660254037844388,29950.0,29600.0,28550.0,29950.0,29671.428571428572
2020-07-20,29450.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-11,1,0,0,0,18.18,26.22,21.67,89.23,1.38,17.25,3.95,2.22,100.5,7,30,0,-0.4999999999999997,-0.8660254037844388,29950.0,29950.0,28950.0,29783.333333333332,29742.85714285714
2020-07-21,29400.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-10,1,0,1,0,18.2,26.3,21.86,89.79,4.02,17.93,3.1,1.83,110.8,7,30,1,-0.4999999999999997,-0.8660254037844388,29450.0,29950.0,29600.0,29600.0,29714.285714285714
2020-07-22,29450.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-9,1,0,2,0,18.13,25.99,21.67,89.35,1.67,16.42,3.86,2.18,114.2,7,30,2,-0.4999999999999997,-0.8660254037844388,29400.0,29950.0,29700.0,29433.333333333332,29678.571428571428
2020-07-23,29450.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-8,1,0,3,0,18.34,25.8,21.4,89.18,0.78,18.0,3.83,2.32,119.4,7,30,3,-0.4999999999999997,-0.8660254037844388,29450.0,29450.0,29600.0,29433.333333333332,29657.14285714286
2020-07-24,29350.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-7,1,0,4,0,17.88,26.11,21.11,87.62,0.21,20.71,3.44,2.25,111.2,7,30,4,-0.4999999999999997,-0.8660254037844388,29450.0,29400.0,29950.0,29416.666666666668,29571.428571428572
2020-07-25,29350.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-6,1,0,5,1,17.03,24.49,20.03,88.46,0.05,19.67,5.39,3.28,136.3,7,30,5,-0.4999999999999997,-0.8660254037844388,29350.0,29450.0,29950.0,29383.333333333332,29485.714285714286
2020-07-26,29350.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-5,1,0,6,1,16.6,25.08,20.25,87.81,0.02,20.06,4.83,3.0,116.4,7,30,6,-0.4999999999999997,-0.8660254037844388,29350.0,29450.0,29950.0,29350.0,29400.0
2020-07-27,27950.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-4,1,0,0,0,16.56,25.31,20.16,87.11,0.01,21.59,4.12,2.37,113.6,7,31,0,-0.4999999999999997,-0.8660254037844388,29350.0,29350.0,29450.0,28883.333333333332,29185.714285714286
2020-07-28,27850.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-3,1,1,1,0,16.76,24.83,19.97,88.56,0.02,21.55,4.84,3.12,129.0,7,31,1,-0.4999999999999997,-0.8660254037844388,27950.0,29350.0,29400.0,28383.333333333332,28964.285714285714
2020-07-29,28500.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-2,1,1,2,0,16.47,25.27,20.2,87.72,0.03,21.46,4.9,2.77,130.6,7,31,2,-0.4999999999999997,-0.8660254037844388,27850.0,29350.0,29450.0,28100.0,28828.571428571428
2020-07-30,28750.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,-1,1,1,3,0,14.59,23.96,18.58,85.91,0.0,20.16,4.62,3.05,147.1,7,31,3,-0.4999999999999997,-0.8660254037844388,28500.0,27950.0,29450.0,28366.666666666668,28728.571428571428
2020-07-31,28750.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,0,0,1,4,0,13.0,24.24,18.39,85.89,0.02,21.17,3.61,2.04,132.1,7,31,4,-0.4999999999999997,-0.8660254037844388,28750.0,27850.0,29350.0,28666.666666666668,28642.85714285714
2020-08-01,28750.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,1,0,1,5,1,14.86,25.41,19.88,85.7,0.04,21.76,3.72,1.96,114.1,8,31,5,-0.8660254037844384,-0.5000000000000004,28750.0,28500.0,29350.0,28750.0,28557.14285714286
2020-08-02,28750.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,2,0,1,6,1,16.36,26.09,20.73,88.43,0.07,19.11,3.43,1.61,126.6,8,31,6,-0.8660254037844384,-0.5000000000000004,28750.0,28750.0,29350.0,28750.0,28471.428571428572
2020-08-03,29850.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,3,0,1,0,0,17.01,26.22,21.11,88.04,0.07,19.19,1.81,1.37,92.3,8,32,0,-0.8660254037844384,-0.5000000000000004,28750.0,28750.0,27950.0,29116.666666666668,28742.85714285714
2020-08-04,29750.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,4,0,0,1,0,17.0,25.47,21.05,88.19,0.63,14.78,3.56,1.84,106.1,8,32,1,-0.8660254037844384,-0.5000000000000004,29850.0,28750.0,27850.0,29450.0,29014.285714285714
2020-08-05,29650.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,5,0,0,2,0,18.06,26.95,21.94,87.04,0.59,16.58,3.23,1.6,90.5,8,32,2,-0.8660254037844384,-0.5000000000000004,29750.0,28750.0,28500.0,29750.0,29178.571428571428
2020-08-06,29200.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,6,0,0,3,0,18.65,26.47,21.79,89.67,0.38,17.76,2.95,1.41,119.1,8,32,3,-0.8660254037844384,-0.5000000000000004,29650.0,29850.0,28750.0,29533.333333333332,29242.85714285714
2020-08-07,29050.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,7,0,0,4,0,19.37,27.11,22.17,87.7,1.67,18.44,1.64,0.78,127.9,8,32,4,-0.8660254037844384,-0.5000000000000004,29200.0,29750.0,28750.0,29300.0,29285.714285714286
2020-08-08,29050.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,8,0,0,5,1,18.1,27.12,22.05,87.66,3.28,15.07,2.02,1.17,348.5,8,32,5,-0.8660254037844384,-0.5000000000000004,29050.0,29650.0,28750.0,29100.0,29328.571428571428
2020-08-09,29050.0,Cabai Rawit Merah,Idul Adha 2020,2020-07-31,9,0,0,6,1,19.1,27.03,22.17,88.35,2.22,18.4,1.67,1.23,50.5,8,32,6,-0.8660254037844384,-0.5000000000000004,29050.0,29200.0,28750.0,29050.0,29371.428571428572
