Tanggal,Harga,Komoditas,Tahun_Sumber,Idul_Adha_Date,Days_to_Idul_Adha,Is_Pre_Idul_Adha,Is_Idul_Adha_Week,Day_of_Week,Is_Weekend,T2M_MIN,T2M_MAX,T2M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,WS10M_MAX,WS10M,WD10M,Bulan,Minggu_ke,Hari_dalam_minggu,Bulan_sin,Bulan_cos,Harga_lag_1,Harga_lag_3,Harga_lag_7,MA_3,MA_7
2017-08-02,25400.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-30,1,0,2,0,15.76,24.85,19.82,87.78,0.22,21.08,5.78,3.85,129.8,8,31,2,-0.8660254037844384,-0.5000000000000004,,,,25400.0,25400.0
2017-08-03,25400.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-29,1,0,3,0,16.48,24.78,19.92,87.56,0.26,20.93,5.76,3.8,138.2,8,31,3,-0.8660254037844384,-0.5000000000000004,25400.0,,,25400.0,25400.0
2017-08-04,24100.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-28,1,0,4,0,15.99,25.0,19.93,87.11,0.07,19.92,4.92,2.62,129.7,8,31,4,-0.8660254037844384,-0.5000000000000004,25400.0,,,24966.666666666668,24966.666666666668
2017-08-05,24100.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-27,1,0,5,1,15.81,25.36,20.18,86.98,0.05,20.22,3.54,1.83,130.2,8,31,5,-0.8660254037844384,-0.5000000000000004,24100.0,25400.0,,24533.333333333332,24750.0
2017-08-06,24100.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-26,1,0,6,1,15.98,26.03,20.4,85.9,0.02,18.69,3.25,1.91,108.0,8,31,6,-0.8660254037844384,-0.5000000000000004,24100.0,25400.0,,24100.0,24620.0
2017-08-07,24750.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-25,1,0,0,0,16.04,25.86,20.46,86.16,0.02,19.21,3.66,1.98,87.8,8,32,0,-0.8660254037844384,-0.5000000000000004,24100.0,24100.0,,24316.666666666668,24641.666666666668
2017-08-08,24000.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-24,1,0,1,0,16.23,26.64,21.1,86.1,1.0,19.65,3.75,1.71,128.3,8,32,1,-0.8660254037844384,-0.5000000000000004,24750.0,24100.0,,24283.333333333332,24550.0
2017-08-09,23650.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-23,1,0,2,0,16.89,26.27,20.94,85.01,7.17,17.52,3.21,1.58,126.7,8,32,2,-0.8660254037844384,-0.5000000000000004,24000.0,24100.0,25400.0,24133.333333333332,24300.0
2017-08-10,23650.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-22,1,0,3,0,16.7,26.08,20.82,86.55,4.35,18.17,3.24,1.89,108.6,8,32,3,-0.8660254037844384,-0.5000000000000004,23650.0,24750.0,25400.0,23766.666666666668,24050.0
2017-08-11,23250.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-21,1,0,4,0,16.68,26.85,21.19,86.3,3.07,18.99,2.76,1.82,90.6,8,32,4,-0.8660254037844384,-0.5000000000000004,23650.0,24000.0,24100.0,23516.666666666668,23928.571428571428
2017-08-12,23250.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-20,1,0,5,1,16.8,26.26,21.12,86.09,1.86,17.83,3.08,1.81,96.8,8,32,5,-0.8660254037844384,-0.5000000000000004,23250.0,23650.0,24100.0,23383.333333333332,23807.14285714286
2017-08-13,23250.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-19,1,0,6,1,17.21,26.58,21.23,86.63,0.61,17.8,3.43,2.0,103.0,8,32,6,-0.8660254037844384,-0.5000000000000004,23250.0,23650.0,24100.0,23250.0,23685.714285714286
2017-08-14,22650.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-18,1,0,0,0,17.4,25.93,21.01,86.7,1.24,17.42,2.59,1.75,109.8,8,33,0,-0.8660254037844384,-0.5000000000000004,23250.0,23250.0,24750.0,23050.0,23385.714285714286
2017-08-15,23000.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-17,1,0,1,0,14.61,24.41,19.15,84.83,0.22,20.45,5.54,3.49,134.3,8,33,1,-0.8660254037844384,-0.5000000000000004,22650.0,23250.0,24000.0,22966.666666666668,23242.85714285714
2017-08-16,27250.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-16,1,0,2,0,14.23,24.13,19.0,85.45,0.17,20.3,4.28,2.23,134.7,8,33,2,-0.8660254037844384,-0.5000000000000004,23000.0,23250.0,23650.0,24300.0,23757.14285714286
2017-08-17,27250.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-15,1,0,3,0,15.7,25.81,20.09,85.4,0.08,18.28,3.4,1.89,107.6,8,33,3,-0.8660254037844384,-0.5000000000000004,27250.0,22650.0,23650.0,25833.333333333332,24271.428571428572
2017-08-18,26350.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-14,1,0,4,0,16.34,25.18,20.16,87.94,0.08,17.25,3.79,2.21,114.7,8,33,4,-0.8660254037844384,-0.5000000000000004,27250.0,23000.0,23250.0,26950.0,24714.285714285714
2017-08-19,26350.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-13,1,0,5,1,17.23,25.36,20.81,87.97,0.08,18.23,4.43,2.82,117.3,8,33,5,-0.8660254037844384,-0.5000000000000004,26350.0,27250.0,23250.0,26650.0,25157.14285714286
2017-08-20,26350.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-12,1,0,6,1,17.99,26.37,21.25,88.31,0.05,18.09,4.25,2.53,124.7,8,33,6,-0.8660254037844384,-0.5000000000000004,26350.0,27250.0,23250.0,26350.0,25600.0
2017-08-21,27200.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-11,1,0,0,0,16.56,26.5,20.87,85.68,0.02,21.64,3.52,2.49,116.1,8,34,0,-0.8660254037844384,-0.5000000000000004,26350.0,26350.0,22650.0,26633.333333333332,26250.0
2017-08-22,27050.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-10,1,0,1,0,16.28,25.72,20.43,85.98,0.03,20.7,4.23,2.29,127.8,8,34,1,-0.8660254037844384,-0.5000000000000004,27200.0,26350.0,23000.0,26866.666666666668,26828.571428571428
2017-08-23,26900.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-9,1,0,2,0,17.3,26.28,20.73,85.99,0.02,22.67,4.8,3.2,115.3,8,34,2,-0.8660254037844384,-0.5000000000000004,27050.0,26350.0,27250.0,27050.0,26778.571428571428
2017-08-24,26850.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-8,1,0,3,0,16.93,26.4,21.0,85.75,0.16,20.69,4.58,2.76,106.8,8,34,3,-0.8660254037844384,-0.5000000000000004,26900.0,27200.0,27250.0,26933.333333333332,26721.428571428572
2017-08-25,26550.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-7,1,0,4,0,17.91,26.6,21.39,85.96,0.07,20.99,4.01,2.8,96.1,8,34,4,-0.8660254037844384,-0.5000000000000004,26850.0,27050.0,26350.0,26766.666666666668,26750.0
2017-08-26,26550.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-6,1,0,5,1,16.43,26.0,20.42,84.45,0.03,22.91,4.06,3.02,96.3,8,34,5,-0.8660254037844384,-0.5000000000000004,26550.0,26900.0,26350.0,26650.0,26778.571428571428
2017-08-27,26550.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-5,1,0,6,1,16.62,26.08,20.26,84.32,0.04,24.62,5.18,3.38,104.8,8,34,6,-0.8660254037844384,-0.5000000000000004,26550.0,26850.0,26350.0,26550.0,26807.14285714286
2017-08-28,26600.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-4,1,0,0,0,16.23,25.96,20.43,84.01,0.11,23.58,5.19,3.15,93.6,8,35,0,-0.8660254037844384,-0.5000000000000004,26550.0,26550.0,27200.0,26566.666666666668,26721.428571428572
2017-08-29,26350.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-3,1,1,1,0,17.45,26.89,21.47,85.85,7.27,17.29,4.53,2.11,111.6,8,35,1,-0.8660254037844384,-0.5000000000000004,26600.0,26550.0,27050.0,26500.0,26621.428571428572
2017-08-30,26800.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-2,1,1,2,0,17.48,27.74,21.88,85.29,1.14,21.69,2.72,1.48,68.6,8,35,2,-0.8660254037844384,-0.5000000000000004,26350.0,26550.0,26900.0,26583.333333333332,26607.14285714286
2017-08-31,27300.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,-1,1,1,3,0,16.88,27.13,21.31,84.94,0.13,20.38,3.66,1.74,135.5,8,35,3,-0.8660254037844384,-0.5000000000000004,26800.0,26600.0,26850.0,26816.666666666668,26671.428571428572
2017-09-01,27300.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,0,0,1,4,0,15.92,26.49,20.31,81.09,0.11,19.96,2.99,1.7,134.3,9,35,4,-1.0,-1.8369701987210297e-16,27300.0,26350.0,26550.0,27133.333333333332,26778.571428571428
2017-09-02,27300.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,1,0,1,5,1,15.98,25.89,20.16,85.96,0.34,21.08,4.52,2.66,116.8,9,35,5,-1.0,-1.8369701987210297e-16,27300.0,26800.0,26550.0,27300.0,26885.714285714286
2017-09-03,27300.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,2,0,1,6,1,16.03,26.75,20.59,84.2,0.14,22.63,4.57,2.84,111.0,9,35,6,-1.0,-1.8369701987210297e-16,27300.0,27300.0,26550.0,27300.0,26992.85714285714
2017-09-04,26100.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,3,0,1,0,0,16.41,27.11,21.25,86.04,0.2,22.17,4.21,2.34,129.7,9,36,0,-1.0,-1.8369701987210297e-16,27300.0,27300.0,26600.0,26900.0,26921.428571428572
2017-09-05,26100.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,4,0,0,1,0,17.73,26.98,21.81,86.84,3.92,16.7,3.24,2.05,87.6,9,36,1,-1.0,-1.8369701987210297e-16,26100.0,27300.0,26350.0,26500.0,26885.714285714286
2017-09-06,26050.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,5,0,0,2,0,17.8,26.87,21.59,86.51,2.18,18.64,3.73,2.4,94.5,9,36,2,-1.0,-1.8369701987210297e-16,26100.0,27300.0,26800.0,26083.333333333332,26778.571428571428
2017-09-07,26050.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,6,0,0,3,0,16.66,26.89,21.08,83.28,0.17,22.2,4.05,2.46,78.8,9,36,3,-1.0,-1.8369701987210297e-16,26050.0,26100.0,27300.0,26066.666666666668,26600.0
2017-09-08,25800.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,7,0,0,4,0,16.4,28.1,21.71,83.78,0.06,23.94,4.34,2.46,101.1,9,36,4,-1.0,-1.8369701987210297e-16,26050.0,26100.0,27300.0,25966.666666666668,26385.714285714286
2017-09-09,25800.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,8,0,0,5,1,16.81,28.37,22.14,84.23,0.11,23.71,3.44,1.85,111.3,9,36,5,-1.0,-1.8369701987210297e-16,25800.0,26050.0,27300.0,25883.333333333332,26171.428571428572
2017-09-10,25800.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,9,0,0,6,1,17.65,27.44,21.87,85.68,3.18,21.05,4.74,2.51,143.6,9,36,6,-1.0,-1.8369701987210297e-16,25800.0,26050.0,27300.0,25800.0,25957.14285714286
2017-09-11,25400.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,10,0,0,0,0,17.12,27.16,21.17,83.19,0.2,21.12,4.95,3.3,133.8,9,37,0,-1.0,-1.8369701987210297e-16,25800.0,25800.0,26100.0,25666.666666666668,25857.14285714286
2017-09-12,25200.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,11,0,0,1,0,16.03,26.59,20.58,79.64,0.02,22.29,4.91,2.7,141.7,9,37,1,-1.0,-1.8369701987210297e-16,25400.0,25800.0,26100.0,25466.666666666668,25728.571428571428
2017-09-13,25100.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,12,0,0,2,0,15.38,27.87,21.11,80.41,0.02,24.24,3.31,2.22,84.7,9,37,2,-1.0,-1.8369701987210297e-16,25200.0,25800.0,26050.0,25233.333333333332,25592.85714285714
2017-09-14,25050.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,13,0,0,3,0,16.66,27.46,21.69,84.61,0.2,21.47,2.89,1.83,112.3,9,37,3,-1.0,-1.8369701987210297e-16,25100.0,25400.0,26050.0,25116.666666666668,25450.0
2017-09-15,25000.0,Bawang Merah Ukuran Sedang,Idul Adha 2017,2017-09-01,14,0,0,4,0,17.33,28.35,21.83,81.51,0.04,24.06,4.16,2.49,120.3,9,37,4,-1.0,-1.8369701987210297e-16,25050.0,25200.0,25800.0,25050.0,25335.714285714286
2018-07-23,25950.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-30,1,0,0,0,16.59,25.79,20.48,86.31,0.62,19.65,4.36,2.42,132.4,7,30,0,-0.4999999999999997,-0.8660254037844388,25000.0,25100.0,25800.0,25333.333333333332,25357.14285714286
2018-07-24,26000.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-29,1,0,1,0,16.59,26.37,21.01,86.54,0.04,19.04,3.81,1.98,113.6,7,30,1,-0.4999999999999997,-0.8660254037844388,25950.0,25050.0,25800.0,25650.0,25385.714285714286
2018-07-25,26350.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-28,1,0,2,0,16.76,26.58,21.02,86.59,1.27,19.98,1.62,0.89,160.9,7,30,2,-0.4999999999999997,-0.8660254037844388,26000.0,25000.0,25400.0,26100.0,25521.428571428572
2018-07-26,26300.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-27,1,0,3,0,16.06,26.08,20.72,82.07,0.63,20.34,1.98,1.23,144.1,7,30,3,-0.4999999999999997,-0.8660254037844388,26350.0,25950.0,25200.0,26216.666666666668,25678.571428571428
2018-07-27,25850.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-26,1,0,4,0,14.23,25.52,18.89,82.22,0.03,22.74,3.82,2.29,130.4,7,30,4,-0.4999999999999997,-0.8660254037844388,26300.0,26000.0,25100.0,26166.666666666668,25785.714285714286
2018-07-28,25850.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-25,1,0,5,1,14.07,25.72,19.2,83.04,0.05,22.77,3.92,2.1,131.8,7,30,5,-0.4999999999999997,-0.8660254037844388,25850.0,26350.0,25050.0,26000.0,25900.0
2018-07-29,25850.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-24,1,0,6,1,14.59,26.2,19.84,80.96,0.03,20.09,2.14,1.13,117.7,7,30,6,-0.4999999999999997,-0.8660254037844388,25850.0,26300.0,25000.0,25850.0,26021.428571428572
2018-07-30,25750.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-23,1,0,0,0,14.49,26.05,19.73,81.71,0.01,20.3,1.95,1.34,72.1,7,31,0,-0.4999999999999997,-0.8660254037844388,25850.0,25850.0,25950.0,25816.666666666668,25992.85714285714
2018-07-31,25700.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-22,1,0,1,0,14.81,26.32,20.25,84.6,0.03,19.71,3.45,1.84,96.5,7,31,1,-0.4999999999999997,-0.8660254037844388,25750.0,25850.0,26000.0,25766.666666666668,25950.0
2018-08-01,25900.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-21,1,0,2,0,16.16,26.16,20.49,85.85,0.19,16.95,3.46,1.77,144.9,8,31,2,-0.8660254037844384,-0.5000000000000004,25700.0,25850.0,26350.0,25783.333333333332,25885.714285714286
2018-08-02,26000.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-20,1,0,3,0,15.94,24.15,18.98,84.51,0.12,19.52,6.14,4.35,144.2,8,31,3,-0.8660254037844384,-0.5000000000000004,25900.0,25750.0,26300.0,25866.666666666668,25842.85714285714
2018-08-03,25900.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-19,1,0,4,0,14.85,22.06,18.01,85.68,0.22,20.61,6.18,4.78,139.4,8,31,4,-0.8660254037844384,-0.5000000000000004,26000.0,25700.0,25850.0,25933.333333333332,25850.0
2018-08-04,25900.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-18,1,0,5,1,14.05,23.35,17.9,83.26,0.04,19.54,4.73,3.32,142.4,8,31,5,-0.8660254037844384,-0.5000000000000004,25900.0,25900.0,25850.0,25933.333333333332,25857.14285714286
2018-08-05,25900.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-17,1,0,6,1,14.79,24.28,18.67,83.77,0.07,20.3,4.76,3.16,148.7,8,31,6,-0.8660254037844384,-0.5000000000000004,25900.0,26000.0,25850.0,25900.0,25864.285714285714
2018-08-06,25700.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-16,1,0,0,0,14.61,24.41,18.69,81.69,0.04,19.99,4.65,2.71,140.8,8,32,0,-0.8660254037844384,-0.5000000000000004,25900.0,25900.0,25750.0,25833.333333333332,25857.14285714286
2018-08-07,25700.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-15,1,0,1,0,14.85,25.19,19.31,86.05,0.1,14.84,3.9,1.73,137.2,8,32,1,-0.8660254037844384,-0.5000000000000004,25700.0,25900.0,25700.0,25766.666666666668,25857.14285714286
2018-08-08,25600.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-14,1,0,2,0,15.89,25.88,20.33,85.95,0.11,14.77,3.19,1.54,111.4,8,32,2,-0.8660254037844384,-0.5000000000000004,25700.0,25900.0,25900.0,25666.666666666668,25814.285714285714
2018-08-09,25450.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-13,1,0,3,0,16.89,25.7,20.83,87.42,1.8,16.78,3.53,1.83,151.1,8,32,3,-0.8660254037844384,-0.5000000000000004,25600.0,25700.0,26000.0,25583.333333333332,25735.714285714286
2018-08-10,25150.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-12,1,0,4,0,16.98,25.43,20.46,87.3,9.21,17.11,4.0,2.36,152.4,8,32,4,-0.8660254037844384,-0.5000000000000004,25450.0,25700.0,25900.0,25400.0,25628.571428571428
2018-08-11,25150.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-11,1,0,5,1,16.7,26.25,20.64,86.24,6.63,19.55,4.71,2.21,135.4,8,32,5,-0.8660254037844384,-0.5000000000000004,25150.0,25600.0,25900.0,25250.0,25521.428571428572
2018-08-12,25150.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-10,1,0,6,1,16.41,26.67,20.94,86.11,3.63,18.37,3.11,1.52,104.6,8,32,6,-0.8660254037844384,-0.5000000000000004,25150.0,25450.0,25900.0,25150.0,25414.285714285714
2018-08-13,25000.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-9,1,0,0,0,16.73,27.12,21.39,84.12,0.86,19.44,1.88,1.34,103.6,8,33,0,-0.8660254037844384,-0.5000000000000004,25150.0,25150.0,25700.0,25100.0,25314.285714285714
2018-08-14,24800.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-8,1,0,1,0,16.56,26.42,20.67,85.9,0.09,19.76,4.43,2.52,135.6,8,33,1,-0.8660254037844384,-0.5000000000000004,25000.0,25150.0,25700.0,24983.333333333332,25185.714285714286
2018-08-15,24900.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-7,1,0,2,0,15.66,26.14,20.05,83.3,0.0,22.51,4.83,3.05,126.8,8,33,2,-0.8660254037844384,-0.5000000000000004,24800.0,25150.0,25600.0,24900.0,25085.714285714286
2018-08-16,24600.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-6,1,0,3,0,15.44,25.32,19.63,84.27,0.0,21.92,4.94,2.5,140.5,8,33,3,-0.8660254037844384,-0.5000000000000004,24900.0,25000.0,25450.0,24766.666666666668,24964.285714285714
2018-08-17,24600.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-5,1,0,4,0,15.1,25.15,19.26,83.61,0.0,21.55,4.29,2.12,149.4,8,33,4,-0.8660254037844384,-0.5000000000000004,24600.0,24800.0,25150.0,24700.0,24885.714285714286
2018-08-18,24600.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-4,1,0,5,1,14.12,25.41,18.82,80.67,0.0,23.05,3.83,2.01,120.0,8,33,5,-0.8660254037844384,-0.5000000000000004,24600.0,24900.0,25150.0,24600.0,24807.14285714286
2018-08-19,24600.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-3,1,1,6,1,13.62,25.9,19.26,82.84,0.0,24.04,3.91,2.14,132.0,8,33,6,-0.8660254037844384,-0.5000000000000004,24600.0,24600.0,25150.0,24600.0,24728.571428571428
2018-08-20,24900.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-2,1,1,0,0,14.3,26.62,20.18,82.02,0.01,20.99,3.59,1.69,106.1,8,34,0,-0.8660254037844384,-0.5000000000000004,24600.0,24600.0,25000.0,24700.0,24714.285714285714
2018-08-21,25150.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,-1,1,1,1,0,15.98,26.9,20.73,84.92,0.05,19.57,3.86,1.64,144.5,8,34,1,-0.8660254037844384,-0.5000000000000004,24900.0,24600.0,24800.0,24883.333333333332,24764.285714285714
2018-08-22,25150.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,0,0,1,2,0,16.04,27.42,20.96,83.51,0.03,20.13,3.48,1.63,136.3,8,34,2,-0.8660254037844384,-0.5000000000000004,25150.0,24600.0,24900.0,25066.666666666668,24800.0
2018-08-23,25050.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,1,0,1,3,0,16.23,26.44,20.71,84.63,0.05,18.53,3.84,1.71,154.1,8,34,3,-0.8660254037844384,-0.5000000000000004,25150.0,24900.0,24600.0,25116.666666666668,24864.285714285714
2018-08-24,24850.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,2,0,1,4,0,16.63,26.76,20.94,83.69,0.03,21.16,4.01,1.78,128.3,8,34,4,-0.8660254037844384,-0.5000000000000004,25050.0,25150.0,24600.0,25016.666666666668,24900.0
2018-08-25,24850.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,3,0,1,5,1,15.78,26.9,20.67,81.97,0.01,20.66,3.46,1.85,91.4,8,34,5,-0.8660254037844384,-0.5000000000000004,24850.0,25150.0,24600.0,24916.666666666668,24935.714285714286
2018-08-26,24850.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,4,0,0,6,1,15.88,26.6,20.75,82.89,0.02,17.25,3.42,1.56,112.3,8,34,6,-0.8660254037844384,-0.5000000000000004,24850.0,25050.0,24600.0,24850.0,24971.428571428572
2018-08-27,24150.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,5,0,0,0,0,16.44,27.97,21.71,82.35,0.14,21.09,2.32,1.52,92.5,8,35,0,-0.8660254037844384,-0.5000000000000004,24850.0,24850.0,24900.0,24616.666666666668,24864.285714285714
2018-08-28,23650.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,6,0,0,1,0,17.0,27.26,21.52,83.9,0.11,20.19,3.54,1.42,135.1,8,35,1,-0.8660254037844384,-0.5000000000000004,24150.0,24850.0,25150.0,24216.666666666668,24650.0
2018-08-29,23350.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,7,0,0,2,0,17.48,26.55,21.35,83.93,0.2,14.98,2.44,1.52,85.5,8,35,2,-0.8660254037844384,-0.5000000000000004,23650.0,24850.0,25150.0,23716.666666666668,24392.85714285714
2018-08-30,23100.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,8,0,0,3,0,16.94,26.86,21.15,83.99,4.23,19.85,3.63,1.93,115.2,8,35,3,-0.8660254037844384,-0.5000000000000004,23350.0,24150.0,25050.0,23366.666666666668,24114.285714285714
2018-08-31,22900.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,9,0,0,4,0,16.98,26.49,21.2,84.77,4.21,20.2,3.8,1.87,101.2,8,35,4,-0.8660254037844384,-0.5000000000000004,23100.0,23650.0,24850.0,23116.666666666668,23835.714285714286
2018-09-01,22900.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,10,0,0,5,1,17.27,25.85,21.33,85.09,3.98,16.68,2.41,1.26,96.2,9,35,5,-1.0,-1.8369701987210297e-16,22900.0,23350.0,24850.0,22966.666666666668,23557.14285714286
2018-09-02,22900.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,11,0,0,6,1,17.93,26.37,21.36,87.01,9.84,18.45,2.89,1.92,149.7,9,35,6,-1.0,-1.8369701987210297e-16,22900.0,23100.0,24850.0,22900.0,23278.571428571428
2018-09-03,22500.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,12,0,0,0,0,17.35,26.98,21.04,83.86,3.48,22.49,3.92,2.75,151.7,9,36,0,-1.0,-1.8369701987210297e-16,22900.0,22900.0,24150.0,22766.666666666668,23042.85714285714
2018-09-04,21850.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,13,0,0,1,0,15.71,25.01,19.63,81.39,0.13,23.73,5.17,3.72,146.1,9,36,1,-1.0,-1.8369701987210297e-16,22500.0,22900.0,23650.0,22416.666666666668,22785.714285714286
2018-09-05,21700.0,Bawang Merah Ukuran Sedang,Idul Adha 2018,2018-08-22,14,0,0,2,0,16.85,25.83,20.67,84.56,1.08,18.37,3.64,2.66,130.2,9,36,2,-1.0,-1.8369701987210297e-16,21850.0,22900.0,23350.0,22016.666666666668,22550.0
2019-07-12,29800.0,Bawang Merah Ukuran Sedang,Idul Adha 2019,2019-08-11,-30,1,0,4,0,15.3,25.54,20.1,85.09,0.0,19.77,3.52,1.95,125.3,7,28,4,-0.4999999999999997,-0.8660254037844388,21700.0,22500.0,23100.0,24450.0,23507.14285714286
2019-07-13,29800.0,Bawang Merah Ukuran Sedang,Idul Adha 2019,2019-08-11,-29,1,0,5,1,16.54,25.01,19.98,86.5,0.01,18.91,4.22,2.32,136.9,7,28,5,-0.4999999999999997,-0.8660254037844388,29800.0,21850.0,22900.0,27100.0,24492.85714285714
2019-07-14,29800.0,Bawang Merah Ukuran Sedang,Idul Adha 2019,2019-08-11,-28,1,0,6,1,15.41,24.28,19.18,87.45,0.0,18.99,4.29,2.4,130.1,7,28,6,-0.4999999999999997,-0.8660254037844388,29800.0,21700.0,22900.0,29800.0,25478.571428571428
